docid,Comments,Lable
100215,ටිකක් කුඩා! එය හොඳයි නමුත් ඔබ සාමාන්‍යයෙන් අඳින ප්‍රමාණයට වඩා විශාල ප්‍රමාණයේ ඇදුමක් ඇණවුම් කරන්න.,3
100216,උසස්ම අමුද්‍රව්‍ය වලින් නිමවා ඇත. මම ගොඩක් සතුටුයි මෙම සපත්තු යුගල ඇනවුම් කරාට. නමුත් මෙම වෙබ් අඩවියේ පාරිභොගික සේවාව පිලිබදව සතුටු විය නොහැක.,3
100217,භාන්ඩය හොද තත්වෙක තිබුනා. ඒත් ලබා ගන්න කල් ගියා.,3
100218,සපත්තු online ගෙන්න ගන්න හොද තැනක්. නමුත් tracking පිලිබදව විස්තර ගන්න අමරු වුනා මට.,3
100219,ඉතා හොද ලොcක් එකක් තියෙනවා. ඒත් leather එක ගැනනම් සතුටු වෙන්න බැහැ.,3
100220,ඕනම ආකාරයක අදුමක් එකම තැනකින් order කරන්න හොද තැනක්. නමුත් customer care එකනම් මදි.,3
100221,හරිම ලස්සන ටෙඩ්ඩ්ය් කෙනෙක්. ඒත් මෙයාලගෙ packing system එක තව quality උනානම් තවත් හොදයි.,3
100222,ගත්තු ගානටනම් හොදටම වටිනවා. මේ දවස් වල කඩේකට ගිහින් තෝරලා බඩු ගන්න අමරු නිසා දැන්මේ. Order එක ලැබෙන්න දවස් දෙකක් පරක්කු උනත් customer care එකෙන් ඒක shape කරා.,3
100223,Order එකනම් හොදටම තිබුනා. Customize කරල ගන්න පුලුවන්නම් මරු.,3
100224,Order එක දාපු ගමන් ටක්ගාල ආවා. ඒත් ඇදුමෙ sizes discretion එකේ තිබ්බ විදියට නැහැ.,3
100225,ඒ ගානට ගෙදරටම ගෙනත් දෙන එක මාර වටිනවා. ඒත් delivery වලටනම් කියනවට වඩා කල් ගියා.,3
100226,හොද sound quality එකක් තියෙනවා. ඒත් හැම phone එකටම හොදට plug වෙන් නැහැ.,3
100227,පින්තූර වල වගේම ලස්සනට තියෙනවා. Material එකනම් sure නැහැ ඒත්.,3
100228,"වෙලවටම ආවා. මන් salon එකට බඩු අඩු වෙලා ටක්ගාල order කරේ, මේ කාලේ බඩු අඩු නිසා. මේවගේ වෙලාවකටම මාරම වටිනවා. හැබැයි ගානනම් ටිකක් වැඩියි.",3
100229,හොද තත්වයේ අදුමක්. ගත්ත ගානට වටිනවා. හැබයි branded එකක්නම් නෙවේ.,3
100230,ශෝක් අනේ. තව ලස්සන පාට ටිකක් තිබ්බනම් හොදයි.,3
100231,පෙනුමනම් හොදටම තියෙනවා. මන් මාර ලස්සනයි. ඒත් දෙපරක්වත් use කරන්න අමරුයි.,3
100232,මේකනම් මරු. Color patterns ගොඩක් තියෙනවා. මන් කැමතියි. ඒත් remote එක හරියට වැඩ නැහැ වගේ.,3
100233,මේ සෙට් එකනම් පට්ට. පාට ගොඩාරියක් තියෙනවා. වෙලාවට බඩුත් ආව නම් තවත් හොදයි.,3
100234,සොඋන්ඩ් හොදයි. Bluetoothතුත් තියෙනවා.Battery තමා මදි.,3
100235,Package එක පරිස්සමට ලැබුනා. Order කරල දවසක් ඇතුලත ආවා. හදන විදිය ගැන advises ටිකකුත් තිබ්බනම් තවත් හොදයි.,3
100236,මේකනම් මාර ලස්සනයි. හොද හයියට තියෙනවා. Stick එකේ lock එකනම් sure මදි.,3
100237,"Finishing නම් මරු, Original එකක් වගේම තියෙනවා. Sound quality එකනම් ටිකක් මදි.",3
100238,Light levels 3ක් තියෙන නිසා පහසු විදියට use කරන්න පුලුවන්. Handle එක flexible මදි.,3
100239,හරිම ලස්සනයි. ඒ වගේම මාරම සැහැල්ලුයි ඇගටත්. ඒත් පොඩි damages තියෙනවා.,3
100240,හරිම ලස්සන design එකක්. මන් ගොඩක් ආසයි මේකට. Sizes range එක තව ටිකක් expand උනානම් මරු.,3
100241,හරිම පහසුවෙන් use කරන්න පුලුවන්. Hidden pocket එකකුත් තිබ්බනම් හොදයි.,3
100242,පොඩි උනට ඉඩ තියෙනව බඩු දාන්න. Main shipper එකනම් අවුල්.,3
100243,හරිම පහසුයි. Free sizes ඕන කෙනෙක්ට පහසුවෙන් use කරන්න පුලුවන්. හැබැයි ප්‍රින්ට් එකනම් sure නැහැ.,3
100244,භාණ්ඩය මා බලාපොරොත්තු වූ දිනට පෙර නිවසට ලැබුනත් එය ඇසිරීම පිලිබදව තෘප්තිමත් වීමට නොහැකී..භාණ්ඩය නිසි ලෙස අසුරා නොතිබූ හෙයින් එය මා හට ලැබෙන විටත් එයට හානි වී තිබුනි.,3
100245,Battery එකනම් පට්ට. ඒත් package එකනම් damage වෙලා තිබුනා.,3
100246,"ඇණවුම 08/20 දින තැබූ අතර මට එය 08/26 දින ලැබුණි. ගත වූයේ දින හයක් පමණි. පටිය ඉතා හොඳින් ගැලපේ. එය බලවත් හා දැඩි, ගුණාත්මක බවින් පෙනේ.",3
100247,හොද එලියක් තියෙමවා. මම කැමතියි ඒකට. ඒත් guide-line එකේ විදියට නෙවේ සෙට් කරන්න තියෙන්නෙ.,3
100248,Gift එකකටන් ගොඩක් හොදට ගැලපෙනවා. Package එක wrap කරලම ගන්න option එකක් තිබුනනම් වටිනවා.,3
100249,ඇත්තටම හොද service එකක්. හොද communication method එකකුත් තිබුනනම් වටිනවා.,3
100250,භාන්ඩය ලැබීමට දින දෙකක් ප්‍රමාද වුනත් විකුණන ගානට බොහොම සාදාරනයි. ඉතාමත් හොද භාන්ඩයක්.,3
100251,භාණ්ඩය තරමක් හොද තත්වයෙන් පවතී,3
100252,හොද branded පෙනුමක් තියෙනවා. පටියනම් හොද මදි.,3
100253,හොද හයිය leather එකකින් හදල තියෙන්නෙ. ඒත් මන් කිව්ව විදියට නෙවේ punch කෑඅල තියෙන්නෙ.,3
100254,හොදට plug වෙනවා. ඒත් charge වෙන්න වෙලා යනවා.,3
100255,"ඇහැට සැහැල්ලුයි, ඒත් frame එකනම් ටිකක් අවුල්.",3
100256,හරිම ලස්සන පාට සෙට් එකක්කම තියෙනවා. ඒත් මාරු කරන්න ටිකක් විතර අමරුයි.,3
